sher
रंजिश  ही  सही  दिल  ही  दुखाने  के  लिए  आ | आ  फिर  से  मुझे  छोड़  के  जाने  के  लिए  आ
कुछ  तो  मिरे  पिंदार-ए-मोहब्बत  का  भरम  रख | तू  भी  तो  कभी  मुझ  को  मनाने  के  लिए  आ
पहले  से  मरासिम  न  सही  फिर  भी  कभी  तो | रस्म-ओ-रह-ए-दुनिया  ही  निभाने  के  लिए  आ
किस  किस  को  बताएँगे  जुदाई  का  सबब  हम | तू  मुझ  से  ख़फ़ा  है  तो  ज़माने  के  लिए  आ
इक  उम्र  से  हूँ  लज़्ज़त-ए-गिर्या  से  भी  महरूम | ऐ  राहत-ए-जाँ  मुझ  को  रुलाने  के  लिए  आ
अब  तक  दिल-ए-ख़ुश-फ़ह्‌म  को  तुझ  से  हैं  उमीदें | ये  आख़िरी  शम'एँ  भी  बुझाने  के  लिए  आ
यूँ  भी  तिरा  एहसान  है  आने  के  लिए  आ | ऐ  दोस्त  किसी  रोज़  न  जाने  के  लिए  आ
रंजिश  ही  सही  दिल  ही  दुखाने  के  लिए  आ | आ  फिर  से  मुझे  छोड़  के  जाने  के  लिए  आ
कुछ  तो  मिरे  पिंदार-ए-मोहब्बत  का  भरम  रख | तू  भी  तो  कभी  मुझ  को  मनाने  के  लिए  आ
पहले  से  मरासिम  न  सही  फिर  भी  कभी  तो | रस्म-ओ-रह-ए-दुनिया  ही  निभाने  के  लिए  आ
किस  किस  को  बताएँगे  जुदाई  का  सबब  हम | तू  मुझ  से  ख़फ़ा  है  तो  ज़माने  के  लिए  आ
इक  उम्र  से  हूँ  लज़्ज़त-ए-गिर्या  से  भी  महरूम | ऐ  राहत-ए-जाँ  मुझ  को  रुलाने  के  लिए  आ
अब  तक  दिल-ए-ख़ुश-फ़ह्‌म  को  तुझ  से  हैं  उमीदें | ये  आख़िरी  शम'एँ  भी  बुझाने  के  लिए  आ
यूँ  भी  तिरा  एहसान  है  आने  के  लिए  आ | ऐ  दोस्त  किसी  रोज़  न  जाने  के  लिए  आ
अब  के  हम  बिछड़े  तो  शायद  कभी  ख़्वाबों  में  मिलें | जिस  तरह  सूखे  हुए  फूल  किताबों  में  मिलें
ढूँढ  उजड़े  हुए  लोगों  में  वफ़ा  के  मोती | ये  ख़ज़ाने  तुझे  मुमकिन  है  ख़राबों  में  मिलें
ग़म-ए-दुनिया  भी  ग़म-ए-यार  में  शामिल  कर  लो | नश्शा  बढ़ता  है  शराबें  जो  शराबों  में  मिलें
तू  ख़ुदा  है  न  मिरा  इश्क़  फ़रिश्तों  जैसा | दोनों  इंसाँ  हैं  तो  क्यूँ  इतने  हिजाबों  में  मिलें
आज  हम  दार  पे  खींचे  गए  जिन  बातों  पर | क्या  अजब  कल  वो  ज़माने  को  निसाबों  में  मिलें
अब  न  वो  मैं  न  वो  तू  है  न  वो  माज़ी  है  'फ़राज़' | जैसे  दो  शख़्स  तमन्ना  के  सराबों  में  मिलें
अब  के  हम  बिछड़े  तो  शायद  कभी  ख़्वाबों  में  मिलें | जिस  तरह  सूखे  हुए  फूल  किताबों  में  मिलें
ढूँढ  उजड़े  हुए  लोगों  में  वफ़ा  के  मोती | ये  ख़ज़ाने  तुझे  मुमकिन  है  ख़राबों  में  मिलें
ग़म-ए-दुनिया  भी  ग़म-ए-यार  में  शामिल  कर  लो | नश्शा  बढ़ता  है  शराबें  जो  शराबों  में  मिलें
तू  ख़ुदा  है  न  मिरा  इश्क़  फ़रिश्तों  जैसा | दोनों  इंसाँ  हैं  तो  क्यूँ  इतने  हिजाबों  में  मिलें
आज  हम  दार  पे  खींचे  गए  जिन  बातों  पर | क्या  अजब  कल  वो  ज़माने  को  निसाबों  में  मिलें
अब  न  वो  मैं  न  वो  तू  है  न  वो  माज़ी  है  'फ़राज़' | जैसे  दो  शख़्स  तमन्ना  के  सराबों  में  मिलें
दोनों  जहान  तेरी  मोहब्बत  में  हार  के | वो  जा  रहा  है  कोई  शब-ए-ग़म  गुज़ार  के
वीराँ  है  मय-कदा  ख़ुम-ओ-साग़र  उदास  हैं | तुम  क्या  गए  कि  रूठ  गए  दिन  बहार  के
इक  फ़ुर्सत-ए-गुनाह  मिली  वो  भी  चार  दिन | देखे  हैं  हम  ने  हौसले  पर्वरदिगार  के
दुनिया  ने  तेरी  याद  से  बेगाना  कर  दिया | तुझ  से  भी  दिल-फ़रेब  हैं  ग़म  रोज़गार  के
भूले  से  मुस्कुरा  तो  दिए  थे  वो  आज  'फ़ैज़' | मत  पूछ  वलवले  दिल-ए-ना-कर्दा-कार  के
दोनों  जहान  तेरी  मोहब्बत  में  हार  के | वो  जा  रहा  है  कोई  शब-ए-ग़म  गुज़ार  के
वीराँ  है  मय-कदा  ख़ुम-ओ-साग़र  उदास  हैं | तुम  क्या  गए  कि  रूठ  गए  दिन  बहार  के
इक  फ़ुर्सत-ए-गुनाह  मिली  वो  भी  चार  दिन | देखे  हैं  हम  ने  हौसले  पर्वरदिगार  के
दुनिया  ने  तेरी  याद  से  बेगाना  कर  दिया | तुझ  से  भी  दिल-फ़रेब  हैं  ग़म  रोज़गार  के
भूले  से  मुस्कुरा  तो  दिए  थे  वो  आज  'फ़ैज़' | मत  पूछ  वलवले  दिल-ए-ना-कर्दा-कार  के
नया  इक  रिश्ता  पैदा  क्यूँ  करें  हम | बिछड़ना  है  तो  झगड़ा  क्यूँ  करें  हम
ख़मोशी  से  अदा  हो  रस्म-ए-दूरी | कोई  हंगामा  बरपा  क्यूँ  करें  हम
ये  काफ़ी  है  कि  हम  दुश्मन  नहीं  हैं | वफ़ा-दारी  का  दावा  क्यूँ  करें  हम
वफ़ा  इख़्लास  क़ुर्बानी  मोहब्बत | अब  इन  लफ़्ज़ों  का  पीछा  क्यूँ  करें  हम
सुना  दें  इस्मत-ए-मरियम  का  क़िस्सा | पर  अब  इस  बाब  को  वा  क्यों  करें  हम
ज़ुलेख़ा-ए-अज़ीज़ाँ  बात  ये  है | भला  घाटे  का  सौदा  क्यों  करें  हम
हमारी  ही  तमन्ना  क्यूँ  करो  तुम | तुम्हारी  ही  तमन्ना  क्यूँ  करें  हम
किया  था  अह्द  जब  लम्हों  में  हम  ने | तो  सारी  उम्र  ईफ़ा  क्यूँ  करें  हम
उठा  कर  क्यों  न  फेंकें  सारी  चीज़ें | फ़क़त  कमरों  में  टहला  क्यों  करें  हम
जो  इक  नस्ल-ए-फ़रोमाया  को  पहुँचे | वो  सरमाया  इकट्ठा  क्यों  करें  हम
नहीं  दुनिया  को  जब  पर्वा  हमारी | तो  फिर  दुनिया  की  पर्वा  क्यूँ  करें  हम
बरहना  हैं  सर-ए-बाज़ार  तो  क्या | भला  अंधों  से  पर्दा  क्यों  करें  हम
हैं  बाशिंदे  उसी  बस्ती  के  हम  भी | सो  ख़ुद  पर  भी  भरोसा  क्यों  करें  हम
चबा  लें  क्यों  न  ख़ुद  ही  अपना  ढाँचा | तुम्हें  रातिब  मुहय्या  क्यों  करें  हम
पड़ी  रहने  दो  इंसानों  की  लाशें | ज़मीं  का  बोझ  हल्का  क्यों  करें  हम
ये  बस्ती  है  मुसलमानों  की  बस्ती | यहाँ  कार-ए-मसीहा  क्यूँ  करें  हम
दिल-ए-नादाँ  तुझे  हुआ  क्या  है | आख़िर  इस  दर्द  की  दवा  क्या  है
हम  हैं  मुश्ताक़  और  वो  बे-ज़ार | या  इलाही  ये  माजरा  क्या  है
मैं  भी  मुँह  में  ज़बान  रखता  हूँ | काश  पूछो  कि  मुद्दआ'  क्या  है
जब  कि  तुझ  बिन  नहीं  कोई  मौजूद | फिर  ये  हंगामा  ऐ  ख़ुदा  क्या  है
ये  परी-चेहरा  लोग  कैसे  हैं | ग़म्ज़ा  ओ  इश्वा  ओ  अदा  क्या  है
शिकन-ए-ज़ुल्फ़-ए-अंबरीं  क्यूँ  है | निगह-ए-चश्म-ए-सुरमा  सा  क्या  है
सब्ज़ा  ओ  गुल  कहाँ  से  आए  हैं | अब्र  क्या  चीज़  है  हवा  क्या  है
हम  को  उन  से  वफ़ा  की  है  उम्मीद | जो  नहीं  जानते  वफ़ा  क्या  है
हाँ  भला  कर  तिरा  भला  होगा | और  दरवेश  की  सदा  क्या  है
जान  तुम  पर  निसार  करता  हूँ | मैं  नहीं  जानता  दुआ  क्या  है
मैं  ने  माना  कि  कुछ  नहीं  'ग़ालिब' | मुफ़्त  हाथ  आए  तो  बुरा  क्या  है
दिल-ए-नादाँ  तुझे  हुआ  क्या  है | आख़िर  इस  दर्द  की  दवा  क्या  है
हम  हैं  मुश्ताक़  और  वो  बे-ज़ार | या  इलाही  ये  माजरा  क्या  है
मैं  भी  मुँह  में  ज़बान  रखता  हूँ | काश  पूछो  कि  मुद्दआ'  क्या  है
जब  कि  तुझ  बिन  नहीं  कोई  मौजूद | फिर  ये  हंगामा  ऐ  ख़ुदा  क्या  है
ये  परी-चेहरा  लोग  कैसे  हैं | ग़म्ज़ा  ओ  इश्वा  ओ  अदा  क्या  है
शिकन-ए-ज़ुल्फ़-ए-अंबरीं  क्यूँ  है | निगह-ए-चश्म-ए-सुरमा  सा  क्या  है
सब्ज़ा  ओ  गुल  कहाँ  से  आए  हैं | अब्र  क्या  चीज़  है  हवा  क्या  है
हम  को  उन  से  वफ़ा  की  है  उम्मीद | जो  नहीं  जानते  वफ़ा  क्या  है
हाँ  भला  कर  तिरा  भला  होगा | और  दरवेश  की  सदा  क्या  है
जान  तुम  पर  निसार  करता  हूँ | मैं  नहीं  जानता  दुआ  क्या  है
मैं  ने  माना  कि  कुछ  नहीं  'ग़ालिब' | मुफ़्त  हाथ  आए  तो  बुरा  क्या  है
आह  को  चाहिए  इक  उम्र  असर  होते  तक | कौन  जीता  है  तिरी  ज़ुल्फ़  के  सर  होते  तक
दाम-ए-हर-मौज  में  है  हल्क़ा-ए-सद-काम-ए-नहंग | देखें  क्या  गुज़रे  है  क़तरे  पे  गुहर  होते  तक
आशिक़ी  सब्र-तलब  और  तमन्ना  बेताब | दिल  का  क्या  रंग  करूँ  ख़ून-ए-जिगर  होते  तक
ता-क़यामत  शब-ए-फ़ुर्क़त  में  गुज़र  जाएगी  उम्र | सात  दिन  हम  पे  भी  भारी  हैं  सहर  होते  तक
हम  ने  माना  कि  तग़ाफ़ुल  न  करोगे  लेकिन | ख़ाक  हो  जाएँगे  हम  तुम  को  ख़बर  होते  तक
परतव-ए-ख़ुर  से  है  शबनम  को  फ़ना  की  ता'लीम | मैं  भी  हूँ  एक  इनायत  की  नज़र  होते  तक
यक  नज़र  बेश  नहीं  फ़ुर्सत-ए-हस्ती  ग़ाफ़िल | गर्मी-ए-बज़्म  है  इक  रक़्स-ए-शरर  होते  तक
ग़म-ए-हस्ती  का  'असद'  किस  से  हो  जुज़  मर्ग  इलाज | शम्अ  हर  रंग  में  जलती  है  सहर  होते  तक
आह  को  चाहिए  इक  उम्र  असर  होते  तक | कौन  जीता  है  तिरी  ज़ुल्फ़  के  सर  होते  तक
दाम-ए-हर-मौज  में  है  हल्क़ा-ए-सद-काम-ए-नहंग | देखें  क्या  गुज़रे  है  क़तरे  पे  गुहर  होते  तक
आशिक़ी  सब्र-तलब  और  तमन्ना  बेताब | दिल  का  क्या  रंग  करूँ  ख़ून-ए-जिगर  होते  तक
ता-क़यामत  शब-ए-फ़ुर्क़त  में  गुज़र  जाएगी  उम्र | सात  दिन  हम  पे  भी  भारी  हैं  सहर  होते  तक
हम  ने  माना  कि  तग़ाफ़ुल  न  करोगे  लेकिन | ख़ाक  हो  जाएँगे  हम  तुम  को  ख़बर  होते  तक
परतव-ए-ख़ुर  से  है  शबनम  को  फ़ना  की  ता'लीम | मैं  भी  हूँ  एक  इनायत  की  नज़र  होते  तक
यक  नज़र  बेश  नहीं  फ़ुर्सत-ए-हस्ती  ग़ाफ़िल | गर्मी-ए-बज़्म  है  इक  रक़्स-ए-शरर  होते  तक
ग़म-ए-हस्ती  का  'असद'  किस  से  हो  जुज़  मर्ग  इलाज | शम्अ  हर  रंग  में  जलती  है  सहर  होते  तक
ऐ  मोहब्बत  तिरे  अंजाम  पे  रोना  आया | जाने  क्यूँ  आज  तिरे  नाम  पे  रोना  आया
यूँ  तो  हर  शाम  उमीदों  में  गुज़र  जाती  है | आज  कुछ  बात  है  जो  शाम  पे  रोना  आया
कभी  तक़दीर  का  मातम  कभी  दुनिया  का  गिला | मंज़िल-ए-इश्क़  में  हर  गाम  पे  रोना  आया
मुझ  पे  ही  ख़त्म  हुआ  सिलसिला-ए-नौहागरी | इस  क़दर  गर्दिश-ए-अय्याम  पे  रोना  आया
जब  हुआ  ज़िक्र  ज़माने  में  मोहब्बत  का  'शकील' | मुझ  को  अपने  दिल-ए-नाकाम  पे  रोना  आया
ऐ  मोहब्बत  तिरे  अंजाम  पे  रोना  आया | जाने  क्यूँ  आज  तिरे  नाम  पे  रोना  आया
यूँ  तो  हर  शाम  उमीदों  में  गुज़र  जाती  है | आज  कुछ  बात  है  जो  शाम  पे  रोना  आया
कभी  तक़दीर  का  मातम  कभी  दुनिया  का  गिला | मंज़िल-ए-इश्क़  में  हर  गाम  पे  रोना  आया
मुझ  पे  ही  ख़त्म  हुआ  सिलसिला-ए-नौहागरी | इस  क़दर  गर्दिश-ए-अय्याम  पे  रोना  आया
जब  हुआ  ज़िक्र  ज़माने  में  मोहब्बत  का  'शकील' | मुझ  को  अपने  दिल-ए-नाकाम  पे  रोना  आया
हज़ारों  ख़्वाहिशें  ऐसी  कि  हर  ख़्वाहिश  पे  दम  निकले | बहुत  निकले  मिरे  अरमान  लेकिन  फिर  भी  कम  निकले
डरे  क्यूँ  मेरा  क़ातिल  क्या  रहेगा  उस  की  गर्दन  पर | वो  ख़ूँ  जो  चश्म-ए-तर  से  उम्र  भर  यूँ  दम-ब-दम  निकले
निकलना  ख़ुल्द  से  आदम  का  सुनते  आए  हैं  लेकिन | बहुत  बे-आबरू  हो  कर  तिरे  कूचे  से  हम  निकले
भरम  खुल  जाए  ज़ालिम  तेरे  क़ामत  की  दराज़ी  का | अगर  इस  तुर्रा-ए-पुर-पेच-ओ-ख़म  का  पेच-ओ-ख़म  निकले
मगर  लिखवाए  कोई  उस  को  ख़त  तो  हम  से  लिखवाए | हुई  सुब्ह  और  घर  से  कान  पर  रख  कर  क़लम  निकले
हुई  इस  दौर  में  मंसूब  मुझ  से  बादा-आशामी | फिर  आया  वो  ज़माना  जो  जहाँ  में  जाम-ए-जम  निकले
हुई  जिन  से  तवक़्क़ो'  ख़स्तगी  की  दाद  पाने  की | वो  हम  से  भी  ज़ियादा  ख़स्ता-ए-तेग़-ए-सितम  निकले
मोहब्बत  में  नहीं  है  फ़र्क़  जीने  और  मरने  का | उसी  को  देख  कर  जीते  हैं  जिस  काफ़िर  पे  दम  निकले
कहाँ  मय-ख़ाने  का  दरवाज़ा  'ग़ालिब'  और  कहाँ  वाइ'ज़ | पर  इतना  जानते  हैं  कल  वो  जाता  था  कि  हम  निकले
हज़ारों  ख़्वाहिशें  ऐसी  कि  हर  ख़्वाहिश  पे  दम  निकले | बहुत  निकले  मिरे  अरमान  लेकिन  फिर  भी  कम  निकले
डरे  क्यूँ  मेरा  क़ातिल  क्या  रहेगा  उस  की  गर्दन  पर | वो  ख़ूँ  जो  चश्म-ए-तर  से  उम्र  भर  यूँ  दम-ब-दम  निकले
निकलना  ख़ुल्द  से  आदम  का  सुनते  आए  हैं  लेकिन | बहुत  बे-आबरू  हो  कर  तिरे  कूचे  से  हम  निकले
भरम  खुल  जाए  ज़ालिम  तेरे  क़ामत  की  दराज़ी  का | अगर  इस  तुर्रा-ए-पुर-पेच-ओ-ख़म  का  पेच-ओ-ख़म  निकले
मगर  लिखवाए  कोई  उस  को  ख़त  तो  हम  से  लिखवाए | हुई  सुब्ह  और  घर  से  कान  पर  रख  कर  क़लम  निकले
हुई  इस  दौर  में  मंसूब  मुझ  से  बादा-आशामी | फिर  आया  वो  ज़माना  जो  जहाँ  में  जाम-ए-जम  निकले
हुई  जिन  से  तवक़्क़ो'  ख़स्तगी  की  दाद  पाने  की | वो  हम  से  भी  ज़ियादा  ख़स्ता-ए-तेग़-ए-सितम  निकले
मोहब्बत  में  नहीं  है  फ़र्क़  जीने  और  मरने  का | उसी  को  देख  कर  जीते  हैं  जिस  काफ़िर  पे  दम  निकले
कहाँ  मय-ख़ाने  का  दरवाज़ा  'ग़ालिब'  और  कहाँ  वाइ'ज़ | पर  इतना  जानते  हैं  कल  वो  जाता  था  कि  हम  निकले
चुपके  चुपके  रात  दिन  आँसू  बहाना  याद  है | हम  को  अब  तक  आशिक़ी  का  वो  ज़माना  याद  है
बा-हज़ाराँ  इज़्तिराब  ओ  सद-हज़ाराँ  इश्तियाक़ | तुझ  से  वो  पहले-पहल  दिल  का  लगाना  याद  है
बार  बार  उठना  उसी  जानिब  निगाह-ए-शौक़  का | और  तिरा  ग़ुर्फ़े  से  वो  आँखें  लड़ाना  याद  है
तुझ  से  कुछ  मिलते  ही  वो  बेबाक  हो  जाना  मिरा | और  तिरा  दाँतों  में  वो  उँगली  दबाना  याद  है
खींच  लेना  वो  मिरा  पर्दे  का  कोना  दफ़अ'तन | और  दुपट्टे  से  तिरा  वो  मुँह  छुपाना  याद  है
जान  कर  सोता  तुझे  वो  क़स्द-ए-पा-बोसी  मिरा | और  तिरा  ठुकरा  के  सर  वो  मुस्कुराना  याद  है
तुझ  को  जब  तन्हा  कभी  पाना  तो  अज़-राह-ए-लिहाज़ | हाल-ए-दिल  बातों  ही  बातों  में  जताना  याद  है
जब  सिवा  मेरे  तुम्हारा  कोई  दीवाना  न  था | सच  कहो  कुछ  तुम  को  भी  वो  कार-ख़ाना  याद  है
ग़ैर  की  नज़रों  से  बच  कर  सब  की  मर्ज़ी  के  ख़िलाफ़ | वो  तिरा  चोरी-छुपे  रातों  को  आना  याद  है
आ  गया  गर  वस्ल  की  शब  भी  कहीं  ज़िक्र-ए-फ़िराक़ | वो  तिरा  रो  रो  के  मुझ  को  भी  रुलाना  याद  है
दोपहर  की  धूप  में  मेरे  बुलाने  के  लिए | वो  तिरा  कोठे  पे  नंगे  पाँव  आना  याद  है
आज  तक  नज़रों  में  है  वो  सोहबत-ए-राज़-ओ-नियाज़ | अपना  जाना  याद  है  तेरा  बुलाना  याद  है
मीठी  मीठी  छेड़  कर  बातें  निराली  प्यार  की | ज़िक्र  दुश्मन  का  वो  बातों  में  उड़ाना  याद  है
देखना  मुझ  को  जो  बरगश्ता  तो  सौ  सौ  नाज़  से | जब  मना  लेना  तो  फिर  ख़ुद  रूठ  जाना  याद  है
चोरी  चोरी  हम  से  तुम  आ  कर  मिले  थे  जिस  जगह | मुद्दतें  गुज़रीं  पर  अब  तक  वो  ठिकाना  याद  है
शौक़  में  मेहंदी  के  वो  बे-दस्त-ओ-पा  होना  तिरा | और  मिरा  वो  छेड़ना  वो  गुदगुदाना  याद  है
बावजूद-ए-इद्दिया-ए-इत्तिक़ा  'हसरत'  मुझे | आज  तक  अहद-ए-हवस  का  वो  फ़साना  याद  है
कोई  उम्मीद  बर  नहीं  आती | कोई  सूरत  नज़र  नहीं  आती
मौत  का  एक  दिन  मुअ'य्यन  है | नींद  क्यूँ  रात  भर  नहीं  आती
आगे  आती  थी  हाल-ए-दिल  पे  हँसी | अब  किसी  बात  पर  नहीं  आती
जानता  हूँ  सवाब-ए-ताअत-ओ-ज़ोहद | पर  तबीअत  इधर  नहीं  आती
है  कुछ  ऐसी  ही  बात  जो  चुप  हूँ | वर्ना  क्या  बात  कर  नहीं  आती
क्यूँ  न  चीख़ूँ  कि  याद  करते  हैं | मेरी  आवाज़  गर  नहीं  आती
दाग़-ए-दिल  गर  नज़र  नहीं  आता | बू  भी  ऐ  चारा-गर  नहीं  आती
हम  वहाँ  हैं  जहाँ  से  हम  को  भी | कुछ  हमारी  ख़बर  नहीं  आती
मरते  हैं  आरज़ू  में  मरने  की | मौत  आती  है  पर  नहीं  आती
का'बा  किस  मुँह  से  जाओगे  'ग़ालिब' | शर्म  तुम  को  मगर  नहीं  आती
कोई  उम्मीद  बर  नहीं  आती | कोई  सूरत  नज़र  नहीं  आती
मौत  का  एक  दिन  मुअ'य्यन  है | नींद  क्यूँ  रात  भर  नहीं  आती
आगे  आती  थी  हाल-ए-दिल  पे  हँसी | अब  किसी  बात  पर  नहीं  आती
जानता  हूँ  सवाब-ए-ताअत-ओ-ज़ोहद | पर  तबीअत  इधर  नहीं  आती
है  कुछ  ऐसी  ही  बात  जो  चुप  हूँ | वर्ना  क्या  बात  कर  नहीं  आती
क्यूँ  न  चीख़ूँ  कि  याद  करते  हैं | मेरी  आवाज़  गर  नहीं  आती
दाग़-ए-दिल  गर  नज़र  नहीं  आता | बू  भी  ऐ  चारा-गर  नहीं  आती
हम  वहाँ  हैं  जहाँ  से  हम  को  भी | कुछ  हमारी  ख़बर  नहीं  आती
मरते  हैं  आरज़ू  में  मरने  की | मौत  आती  है  पर  नहीं  आती
का'बा  किस  मुँह  से  जाओगे  'ग़ालिब' | शर्म  तुम  को  मगर  नहीं  आती
वो  जो  हम  में  तुम  में  क़रार  था  तुम्हें  याद  हो  कि  न  याद  हो | वही  या'नी  वा'दा  निबाह  का  तुम्हें  याद  हो  कि  न  याद  हो
वो  जो  लुत्फ़  मुझ  पे  थे  बेशतर  वो  करम  कि  था  मिरे  हाल  पर | मुझे  सब  है  याद  ज़रा  ज़रा  तुम्हें  याद  हो  कि  न  याद  हो
वो  नए  गिले  वो  शिकायतें  वो  मज़े  मज़े  की  हिकायतें | वो  हर  एक  बात  पे  रूठना  तुम्हें  याद  हो  कि  न  याद  हो
कभी  बैठे  सब  में  जो  रू-ब-रू  तो  इशारतों  ही  से  गुफ़्तुगू | वो  बयान  शौक़  का  बरमला  तुम्हें  याद  हो  कि  न  याद  हो
हुए  इत्तिफ़ाक़  से  गर  बहम  तो  वफ़ा  जताने  को  दम-ब-दम | गिला-ए-मलामत-ए-अक़रिबा  तुम्हें  याद  हो  कि  न  याद  हो
कोई  बात  ऐसी  अगर  हुई  कि  तुम्हारे  जी  को  बुरी  लगी | तो  बयाँ  से  पहले  ही  भूलना  तुम्हें  याद  हो  कि  न  याद  हो
कभी  हम  में  तुम  में  भी  चाह  थी  कभी  हम  से  तुम  से  भी  राह  थी | कभी  हम  भी  तुम  भी  थे  आश्ना  तुम्हें  याद  हो  कि  न  याद  हो
सुनो  ज़िक्र  है  कई  साल  का  कि  किया  इक  आप  ने  वा'दा  था | सो  निबाहने  का  तो  ज़िक्र  क्या  तुम्हें  याद  हो  कि  न  याद  हो
कहा  मैं  ने  बात  वो  कोठे  की  मिरे  दिल  से  साफ़  उतर  गई | तो  कहा  कि  जाने  मिरी  बला  तुम्हें  याद  हो  कि  न  याद  हो
वो  बिगड़ना  वस्ल  की  रात  का  वो  न  मानना  किसी  बात  का | वो  नहीं  नहीं  की  हर  आन  अदा  तुम्हें  याद  हो  कि  न  याद  हो
जिसे  आप  गिनते  थे  आश्ना  जिसे  आप  कहते  थे  बा-वफ़ा | मैं  वही  हूँ  'मोमिन'-ए-मुब्तला  तुम्हें  याद  हो  कि  न  याद  हो
वो  जो  हम  में  तुम  में  क़रार  था  तुम्हें  याद  हो  कि  न  याद  हो | वही  या'नी  वा'दा  निबाह  का  तुम्हें  याद  हो  कि  न  याद  हो
वो  जो  लुत्फ़  मुझ  पे  थे  बेशतर  वो  करम  कि  था  मिरे  हाल  पर | मुझे  सब  है  याद  ज़रा  ज़रा  तुम्हें  याद  हो  कि  न  याद  हो
वो  नए  गिले  वो  शिकायतें  वो  मज़े  मज़े  की  हिकायतें | वो  हर  एक  बात  पे  रूठना  तुम्हें  याद  हो  कि  न  याद  हो
कभी  बैठे  सब  में  जो  रू-ब-रू  तो  इशारतों  ही  से  गुफ़्तुगू | वो  बयान  शौक़  का  बरमला  तुम्हें  याद  हो  कि  न  याद  हो
हुए  इत्तिफ़ाक़  से  गर  बहम  तो  वफ़ा  जताने  को  दम-ब-दम | गिला-ए-मलामत-ए-अक़रिबा  तुम्हें  याद  हो  कि  न  याद  हो
कोई  बात  ऐसी  अगर  हुई  कि  तुम्हारे  जी  को  बुरी  लगी | तो  बयाँ  से  पहले  ही  भूलना  तुम्हें  याद  हो  कि  न  याद  हो
कभी  हम  में  तुम  में  भी  चाह  थी  कभी  हम  से  तुम  से  भी  राह  थी | कभी  हम  भी  तुम  भी  थे  आश्ना  तुम्हें  याद  हो  कि  न  याद  हो
सुनो  ज़िक्र  है  कई  साल  का  कि  किया  इक  आप  ने  वा'दा  था | सो  निबाहने  का  तो  ज़िक्र  क्या  तुम्हें  याद  हो  कि  न  याद  हो
